lat,long,color
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.2829766667,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.564385,87.282975,3
23.5643866667,87.282975,3
23.5643866667,87.282975,3
23.5643866667,87.282975,3
23.5643866667,87.282975,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643866667,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829733333,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.5643883333,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.2829716667,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.28297,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.56439,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829683333,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643916667,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.2829666667,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.5643933333,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.2829633333,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.282965,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.564395,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829633333,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643966667,87.2829616667,3
23.5643983333,87.2829616667,3
23.5643983333,87.2829616667,3
23.5643983333,87.2829616667,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.28296,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5643983333,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
23.5644,87.2829583333,3
