latitude,longitude,timestamp,altitude
23.494565,87.3171866667,12:12:02,81.3
23.494565,87.3171866667,12:12:03,81.3
23.494565,87.3171866667,12:12:04,81.3
23.494565,87.3171866667,12:12:05,81.3
23.494565,87.3171866667,12:12:06,81.3
23.494565,87.317185,12:12:07,81.3
23.494565,87.317185,12:12:08,81.3
23.494565,87.317185,12:12:09,81.3
23.494565,87.317185,12:12:10,81.3
23.494565,87.317185,12:12:11,81.3
23.494565,87.317185,12:12:12,81.3
23.494565,87.317185,12:12:13,81.3
23.494565,87.317185,12:12:14,81.3
23.494565,87.317185,12:12:15,81.3
23.494565,87.317185,12:12:16,81.3
23.494565,87.317185,12:12:17,81.3
23.494565,87.317185,12:12:18,81.3
23.494565,87.317185,12:12:19,81.3
23.494565,87.317185,12:12:20,81.3
23.494565,87.317185,12:12:21,81.3
23.494565,87.317185,12:12:22,81.3
23.494565,87.3171866667,12:12:23,81.2
23.494565,87.3171866667,12:12:24,81.1
23.494565,87.3171866667,12:12:25,81.0
23.4945633333,87.3171866667,12:12:26,80.9
23.4945633333,87.3171866667,12:12:27,80.8
23.4945633333,87.3171866667,12:12:28,80.6
23.4945633333,87.3171866667,12:12:29,80.5
23.4945633333,87.3171866667,12:12:30,80.4
23.4945633333,87.317185,12:12:31,80.2
23.4945633333,87.317185,12:12:32,80.1
23.4945633333,87.317185,12:12:33,80.0
23.4945633333,87.317185,12:12:34,79.9
23.4945616667,87.317185,12:12:35,79.8
23.4945616667,87.317185,12:12:36,79.7
23.4945616667,87.3171833333,12:12:37,79.7
23.49456,87.3171833333,12:12:38,79.6
23.49456,87.3171833333,12:12:39,79.5
23.4945583333,87.3171816667,12:12:40,79.4
23.4945533333,87.31718,12:12:41,79.4
23.4945483333,87.317175,12:12:42,79.4
23.4945433333,87.31717,12:12:43,79.4
23.4945366667,87.317165,12:12:44,79.4
23.4945333333,87.3171616667,12:12:45,79.3
23.4945283333,87.3171583333,12:12:46,79.3
23.4945283333,87.3171583333,12:12:47,79.3
23.4945266667,87.3171583333,12:12:48,79.2
23.494525,87.3171583333,12:12:49,79.2
23.494525,87.3171566667,12:12:50,79.2
23.4945233333,87.3171566667,12:12:51,79.1
23.4945216667,87.317155,12:12:52,79.1
23.4945216667,87.317155,12:12:53,79.0
23.49452,87.317155,12:12:54,79.0
23.49452,87.317155,12:12:55,78.9
23.49452,87.317155,12:12:56,78.9
23.4945183333,87.3171533333,12:12:57,78.8
23.4945183333,87.3171533333,12:12:58,78.8
23.4945183333,87.3171533333,12:12:59,78.8
23.4945166667,87.3171533333,12:13:00,78.8
23.4945166667,87.3171533333,12:13:01,78.8
23.4945166667,87.3171533333,12:13:02,78.8
23.494515,87.3171533333,12:13:03,78.7
23.494515,87.3171533333,12:13:04,78.7
23.494515,87.3171533333,12:13:05,78.7
23.494515,87.3171533333,12:13:06,78.7
23.494515,87.3171533333,12:13:07,78.7
23.494515,87.3171533333,12:13:08,78.7
23.494515,87.3171533333,12:13:09,78.7
23.494515,87.3171533333,12:13:10,78.7
23.494515,87.3171533333,12:13:11,78.7
23.494515,87.3171533333,12:13:12,78.7
23.494515,87.3171533333,12:13:13,78.7
23.494515,87.3171533333,12:13:14,78.7
23.494515,87.3171533333,12:13:15,78.7
23.494515,87.3171533333,12:13:16,78.7
23.494515,87.3171533333,12:13:17,78.7
23.494515,87.3171533333,12:13:18,78.7
23.4945116667,87.31715,12:13:19,78.7
23.4945066667,87.3171466667,12:13:20,78.8
23.4945016667,87.3171433333,12:13:21,78.8
23.4944966667,87.31714,12:13:22,78.8
23.4944933333,87.3171383333,12:13:23,78.8
23.4944883333,87.317135,12:13:24,78.8
23.4944866667,87.317135,12:13:25,78.9
23.494485,87.3171333333,12:13:26,78.9
23.494485,87.3171333333,12:13:27,78.8
23.494485,87.3171333333,12:13:28,78.7
23.494485,87.3171333333,12:13:29,78.7
23.494485,87.3171333333,12:13:30,78.7
23.494485,87.3171333333,12:13:31,78.7
23.494485,87.3171333333,12:13:32,78.7
23.494485,87.3171333333,12:13:33,78.7
23.494485,87.3171333333,12:13:34,78.7
23.494485,87.3171333333,12:13:35,78.7
23.494485,87.3171333333,12:13:36,78.7
23.494485,87.3171333333,12:13:37,78.7
23.494485,87.3171333333,12:13:38,78.7
23.494485,87.3171333333,12:13:39,78.7
23.494485,87.3171333333,12:13:40,78.7
23.494485,87.3171333333,12:13:41,78.7
23.494485,87.3171333333,12:13:42,78.7
23.494485,87.3171333333,12:13:43,78.7
