latitude,longitude,timestamp,altitude
23.5643416667,87.28306,09:35:18,104.6
23.5643416667,87.28306,09:35:19,104.6
23.5643416667,87.28306,09:35:20,104.6
23.5643416667,87.28306,09:35:21,104.6
23.5643416667,87.28306,09:35:22,104.6
23.5643416667,87.28306,09:35:23,104.6
23.5643416667,87.28306,09:35:24,104.6
23.5643416667,87.28306,09:35:25,104.6
23.5643416667,87.28306,09:35:26,104.6
23.5643416667,87.28306,09:35:27,104.6
23.5643416667,87.28306,09:35:28,104.6
23.5643416667,87.28306,09:35:29,104.6
23.5643416667,87.28306,09:35:30,104.6
23.5643416667,87.28306,09:35:31,104.6
23.5643416667,87.28306,09:35:32,104.6
23.5643416667,87.28306,09:35:33,104.6
23.5643416667,87.28306,09:35:34,104.6
23.5643416667,87.28306,09:35:35,104.6
23.5643416667,87.28306,09:35:36,104.6
23.5643416667,87.28306,09:35:37,104.6
23.5643416667,87.28306,09:35:38,104.6
23.5643416667,87.28306,09:35:39,104.6
23.5643416667,87.28306,09:35:40,104.6
23.5643416667,87.28306,09:35:41,104.6
23.5643416667,87.28306,09:35:42,104.6
23.5643416667,87.28306,09:35:43,104.6
23.5643416667,87.28306,09:35:44,104.6
23.5643416667,87.2830583333,09:35:45,104.6
23.5643416667,87.2830566667,09:35:46,104.6
23.5643433333,87.2830466667,09:35:47,104.6
23.5643466667,87.28304,09:35:48,104.6
23.5643483333,87.2830366667,09:35:49,104.6
23.5643483333,87.283035,09:35:50,104.6
23.5643483333,87.2830316667,09:35:51,104.5
23.5643483333,87.2830316667,09:35:52,104.4
23.56435,87.28303,09:35:53,104.4
23.56435,87.28303,09:35:54,104.4
23.56435,87.28303,09:35:55,104.4
23.56435,87.28303,09:35:56,104.3
23.56435,87.28303,09:35:57,104.3
23.56435,87.2830283333,09:35:58,104.3
23.56435,87.2830283333,09:35:59,104.3
23.56435,87.2830283333,09:36:00,104.3
23.56435,87.28303,09:36:01,104.3
23.56435,87.28303,09:36:02,104.3
23.56435,87.28303,09:36:03,104.2
23.56435,87.28303,09:36:04,104.2
23.56435,87.28303,09:36:05,104.2
23.56435,87.28303,09:36:06,104.2
23.56435,87.28303,09:36:07,104.2
23.56435,87.28303,09:36:08,104.2
23.56435,87.28303,09:36:09,104.2
23.56435,87.28303,09:36:10,104.2
23.56435,87.28303,09:36:11,104.2
23.56435,87.28303,09:36:12,104.2
23.56435,87.28303,09:36:13,104.2
23.56435,87.28303,09:36:14,104.2
23.56435,87.28303,09:36:15,104.2
23.56435,87.28303,09:36:16,104.2
23.56435,87.28303,09:36:17,104.2
23.56435,87.28303,09:36:18,104.2
23.56435,87.28303,09:36:19,104.2
23.56435,87.28303,09:36:20,104.2
23.56435,87.28303,09:36:21,104.2
23.5643483333,87.28303,09:36:22,104.2
23.5643483333,87.28303,09:36:23,104.2
23.5643483333,87.28303,09:36:24,104.2
23.5643483333,87.28303,09:36:25,104.2
23.5643483333,87.28303,09:36:26,104.2
23.5643483333,87.28303,09:36:27,104.2
23.5643483333,87.28303,09:36:28,104.2
23.5643483333,87.28303,09:36:29,104.2
23.56435,87.28303,09:36:30,104.2
23.56435,87.28303,09:36:31,104.2
23.56435,87.28303,09:36:32,104.2
23.56435,87.28303,09:36:33,104.2
23.56435,87.28303,09:36:34,104.2
23.56435,87.28303,09:36:35,104.2
23.56435,87.28303,09:36:36,104.3
23.5643483333,87.28303,09:36:37,104.3
23.5643483333,87.28303,09:36:38,104.3
23.5643483333,87.28303,09:36:39,104.3
23.5643483333,87.28303,09:36:40,104.3
23.56435,87.28303,09:36:41,104.3
23.56435,87.28303,09:36:42,104.3
23.56435,87.28303,09:36:43,104.3
23.56435,87.2830283333,09:36:44,104.3
23.56435,87.2830283333,09:36:45,104.3
23.56435,87.2830283333,09:36:46,104.3
23.56435,87.2830283333,09:36:47,104.3
23.56435,87.2830283333,09:36:48,104.3
23.56435,87.2830283333,09:36:49,104.3
23.56435,87.2830283333,09:36:50,104.3
23.56435,87.2830283333,09:36:51,104.3
23.56435,87.2830283333,09:36:52,104.3
23.56435,87.2830283333,09:36:53,104.3
23.5643483333,87.2830283333,09:36:54,104.3
23.5643483333,87.2830283333,09:36:55,104.3
23.5643483333,87.2830283333,09:36:56,104.3
23.5643483333,87.2830283333,09:36:57,104.3
23.5643483333,87.2830283333,09:36:58,104.3
23.5643483333,87.2830283333,09:36:59,104.3
23.5643483333,87.2830283333,09:37:00,104.3
23.5643483333,87.2830283333,09:37:01,104.3
23.5643483333,87.2830283333,09:37:02,104.3
23.5643483333,87.2830283333,09:37:03,104.3
23.5643483333,87.2830283333,09:37:04,104.3
23.5643483333,87.2830283333,09:37:05,104.3
23.5643483333,87.2830283333,09:37:06,104.3
23.5643483333,87.2830283333,09:37:07,104.3
23.5643483333,87.2830283333,09:37:08,104.3
23.5643483333,87.2830283333,09:37:09,104.2
23.5643483333,87.2830283333,09:37:10,104.2
23.5643483333,87.2830283333,09:37:11,104.2
23.5643483333,87.2830283333,09:37:12,104.2
23.5643483333,87.2830283333,09:37:13,104.2
23.5643483333,87.2830283333,09:37:14,104.2
23.5643483333,87.2830283333,09:37:15,104.2
23.5643483333,87.2830283333,09:37:16,104.2
23.5643483333,87.2830283333,09:37:17,104.2
23.5643483333,87.2830283333,09:37:18,104.2
23.5643483333,87.2830283333,09:37:19,104.2
23.5643483333,87.2830283333,09:37:20,104.2
23.5643483333,87.2830283333,09:37:21,104.2
23.5643483333,87.2830283333,09:37:22,104.2
23.5643483333,87.2830283333,09:37:23,104.2
23.5643483333,87.2830283333,09:37:24,104.2
23.5643483333,87.2830283333,09:37:25,104.2
23.5643483333,87.2830283333,09:37:26,104.2
23.5643483333,87.2830283333,09:37:27,104.2
23.5643483333,87.2830283333,09:37:28,104.2
23.5643483333,87.2830283333,09:37:29,104.2
23.5643483333,87.2830283333,09:37:30,104.2
23.5643483333,87.2830283333,09:37:31,104.2
23.5643483333,87.2830283333,09:37:32,104.2
23.5643483333,87.2830283333,09:37:33,104.2
23.5643483333,87.2830283333,09:37:34,104.2
23.5643483333,87.2830283333,09:37:35,104.2
23.5643483333,87.2830283333,09:37:36,104.2
23.5643483333,87.2830283333,09:37:37,104.2
23.5643483333,87.2830283333,09:37:38,104.2
23.5643483333,87.2830283333,09:37:39,104.2
23.5643483333,87.2830283333,09:37:40,104.2
23.5643483333,87.2830283333,09:37:41,104.2
23.5643483333,87.2830266667,09:37:42,104.2
23.5643483333,87.2830266667,09:37:43,104.2
23.5643483333,87.2830266667,09:37:44,104.2
23.5643483333,87.2830266667,09:37:45,104.2
23.5643483333,87.2830266667,09:37:46,104.2
