lat,long,time
23.535615,87.2974,14:58:56
23.535615,87.2974,14:58:57
23.535615,87.2974,14:58:58
23.535615,87.2974,14:58:59
23.535615,87.2974,14:59:00
23.535615,87.2974,14:59:01
23.535615,87.2974,14:59:02
23.535615,87.2974,14:59:03
23.535615,87.2974,14:59:04
23.535615,87.2974,14:59:05
23.535615,87.2974,14:59:06
23.535615,87.2974,14:59:07
23.535615,87.2974,14:59:08
23.535615,87.2974,14:59:09
23.535615,87.2974,14:59:10
23.535615,87.2974,14:59:11
23.535615,87.2974,14:59:12
23.535615,87.2974,14:59:13
23.535615,87.2974,14:59:14
23.535615,87.2974,14:59:15
23.535615,87.2974,14:59:16
23.535615,87.2974,14:59:17
23.535615,87.2974,14:59:18
23.535615,87.2974,14:59:19
23.535615,87.2974,14:59:20
23.5356183333,87.297405,14:59:21
23.5356183333,87.297405,14:59:22
23.53562,87.29741,14:59:23
23.53562,87.29741,14:59:24
23.5356233333,87.2974183333,14:59:25
23.5356233333,87.2974183333,14:59:26
23.5356233333,87.2974183333,14:59:27
23.5356233333,87.2974183333,14:59:28
23.5356233333,87.2974183333,14:59:29
23.535625,87.2974216667,14:59:30
23.5356283333,87.2974333333,14:59:31
23.5356366667,87.2974433333,14:59:32
23.53564,87.2974566667,14:59:33
23.5356483333,87.2974683333,14:59:34
23.5356533333,87.29748,14:59:35
23.5356566667,87.2974883333,14:59:36
23.5356616667,87.2975016667,14:59:37
23.535665,87.2975116667,14:59:38
23.5356666667,87.2975166667,14:59:39
23.5356666667,87.29752,14:59:40
23.5356666667,87.2975233333,14:59:41
23.535665,87.297525,14:59:42
23.535665,87.2975316667,14:59:43
23.5356633333,87.29754,14:59:44
23.5356633333,87.2975533333,14:59:45
23.53566,87.29757,14:59:46
23.535655,87.29758,14:59:47
23.53565,87.2975916667,14:59:48
23.53564,87.2976066667,14:59:49
23.53563,87.2976233333,14:59:50
23.5356216667,87.2976433333,14:59:51
23.5356166667,87.29767,14:59:52
23.5356133333,87.2976983333,14:59:53
23.535615,87.2977233333,14:59:54
23.5356183333,87.2977433333,14:59:55
23.535625,87.2977666667,14:59:56
23.5356316667,87.2977983333,14:59:57
23.5356416667,87.2978333333,14:59:58
23.5356516667,87.2978683333,14:59:59
23.5356566667,87.2978966667,15:00:00
23.53566,87.2979133333,15:00:01
23.5356616667,87.2979216667,15:00:02
23.5356533333,87.2979233333,15:00:03
23.5356483333,87.2979216667,15:00:04
23.5356483333,87.2979233333,15:00:05
23.5356483333,87.2979316667,15:00:06
23.53565,87.29794,15:00:07
23.5356533333,87.2979433333,15:00:08
23.5356516667,87.2979433333,15:00:09
23.5356533333,87.2979416667,15:00:10
23.5356516667,87.2979416667,15:00:11
23.5356516667,87.2979416667,15:00:12
23.5356516667,87.2979416667,15:00:13
23.5356516667,87.2979416667,15:00:14
23.5356516667,87.2979416667,15:00:15
23.5356516667,87.2979416667,15:00:16
23.5356516667,87.2979416667,15:00:17
23.5356516667,87.2979416667,15:00:18
23.5356516667,87.2979416667,15:00:19
23.5356516667,87.29794,15:00:20
23.5356516667,87.29794,15:00:21
23.5356516667,87.29794,15:00:22
23.5356516667,87.29794,15:00:23
23.5356516667,87.29794,15:00:24
23.5356516667,87.29794,15:00:25
23.5356516667,87.29794,15:00:26
23.5356516667,87.29794,15:00:27
23.5356516667,87.29794,15:00:28
23.5356516667,87.29794,15:00:29
23.5356516667,87.29794,15:00:30
23.5356516667,87.29794,15:00:31
23.5356516667,87.29794,15:00:32
23.5356516667,87.29794,15:00:33
23.5356516667,87.29794,15:00:34
23.5356516667,87.29794,15:00:35
23.5356516667,87.29794,15:00:36
23.5356516667,87.29794,15:00:37
23.5356516667,87.29794,15:00:38
23.5356516667,87.29794,15:00:39
23.5356516667,87.29794,15:00:40
23.5356516667,87.29794,15:00:41
23.5356516667,87.29794,15:00:42
23.5356516667,87.29794,15:00:43
23.5356516667,87.29794,15:00:44
23.5356516667,87.29794,15:00:45
23.5356516667,87.29794,15:00:46
23.5356516667,87.29794,15:00:47
23.5356516667,87.29794,15:00:48
23.5356516667,87.29794,15:00:49
