latitude,longitude,timestamp,altitude
23.49455,87.3171883333,06:58:55,71.3
23.494545,87.317185,06:58:56,71.4
23.4945433333,87.317185,06:58:57,71.4
23.4945433333,87.317185,06:58:58,71.4
23.4945416667,87.3171866667,06:58:59,71.4
23.4945416667,87.3171866667,06:59:00,71.4
23.4945416667,87.3171866667,06:59:01,71.4
23.4945416667,87.3171866667,06:59:02,71.4
23.4945416667,87.3171866667,06:59:03,71.4
23.4945416667,87.3171866667,06:59:04,71.4
23.4945416667,87.3171866667,06:59:05,71.4
23.4945416667,87.3171866667,06:59:06,71.4
23.4945416667,87.317185,06:59:07,71.4
23.4945416667,87.317185,06:59:08,71.4
23.4945416667,87.3171866667,06:59:09,71.4
23.4945416667,87.3171866667,06:59:10,71.4
23.4945416667,87.3171866667,06:59:11,71.4
23.4945416667,87.3171866667,06:59:12,71.4
23.4945416667,87.3171866667,06:59:13,71.4
23.4945416667,87.3171866667,06:59:14,71.4
23.4945416667,87.3171866667,06:59:15,71.4
23.4945416667,87.3171866667,06:59:16,71.4
23.4945416667,87.3171866667,06:59:17,71.4
23.4945416667,87.3171866667,06:59:18,71.4
23.4945416667,87.3171866667,06:59:19,71.4
23.4945416667,87.3171866667,06:59:20,71.4
23.4945416667,87.3171866667,06:59:21,71.4
23.4945416667,87.3171866667,06:59:22,71.4
23.4945416667,87.3171866667,06:59:23,71.4
23.4945416667,87.3171866667,06:59:24,71.4
23.4945416667,87.3171866667,06:59:25,71.4
23.4945416667,87.3171866667,06:59:26,71.4
23.4945416667,87.3171866667,06:59:27,71.4
23.4945416667,87.3171866667,06:59:28,71.4
23.4945416667,87.3171866667,06:59:29,71.4
23.4945416667,87.3171866667,06:59:30,71.4
23.4945416667,87.3171866667,06:59:31,71.4
23.4945416667,87.3171866667,06:59:32,71.4
23.4945416667,87.3171866667,06:59:33,71.4
23.4945416667,87.3171866667,06:59:34,71.4
23.4945416667,87.3171866667,06:59:35,71.4
23.4945416667,87.3171866667,06:59:36,71.4
23.4945416667,87.3171866667,06:59:37,71.4
23.4945416667,87.3171866667,06:59:38,71.4
23.4945416667,87.3171866667,06:59:39,71.4
23.4945416667,87.3171866667,06:59:40,71.4
23.4945416667,87.3171866667,06:59:41,71.4
23.4945416667,87.3171866667,06:59:42,71.4
23.4945416667,87.3171866667,06:59:43,71.4
23.4945416667,87.3171866667,06:59:44,71.4
23.4945416667,87.3171866667,06:59:45,71.3
23.4945416667,87.3171866667,06:59:46,71.3
23.4945416667,87.3171866667,06:59:47,71.3
23.4945416667,87.3171866667,06:59:48,71.3
23.4945416667,87.3171866667,06:59:49,71.3
